source_date,original_source,vessel_name,imo,ircs,mmsi,national_registry,vessel_flag_alpha3,npfc_vessel_id,vessel_type_code,port_of_registry,fishing_method_code,external_marking,previous_name,previous_flag_alpha3,previous_registry,previous_port_registry,communication_details,freezer_type_enum,freezer_unit_enum,freezer_type_raw,freezer_unit_raw,crew_size,length_value,length_metric_type,length_unit_enum,depth_value,depth_metric_type,depth_unit_enum,beam_value,beam_metric_type,beam_unit_enum,tonnage_value,tonnage_metric_type,engine_power,engine_power_unit_enum,fish_hold_capacity,freezer_capacity
2025-08-26,NPFC,Fu Yuan Yu 606,8557542,BZU4F,412440247,(MIN)CHUANDENG(JI)(2023)FT-200029,CHN,464,SP,Fuzhou,PS,,,,,,C: 412440247  Satellite-based Telephony: +86-17498501329,ICE,CUBIC_METER,Ice,Cubic Metres,21.0,52.07,length_loa,METER,4.62,moulded_depth,METER,9.8,moulded_beam,METER,857.0,gross_tonnage,1104.0,KW,1066.72,370.67
2025-08-26,NPFC,Fu Yuan Yu 607,8557554,BZU5F,412440248,(MIN)CHUANDENG(JI)(2023)FT-200030,CHN,465,SP,Fuzhou,PS,,,,,,C: 412440248  Satellite-based Telephony: +86-17498501959,ICE,CUBIC_METER,Ice,Cubic Metres,23.0,52.07,length_loa,METER,4.62,moulded_depth,METER,9.8,moulded_beam,METER,857.0,gross_tonnage,1104.0,KW,1066.72,370.67
2025-08-26,NPFC,Fu Yuan Yu 608,8557566,BZU6F,412440249,(MIN)CHUANDENG(JI)(2023)FT-200031,CHN,466,SP,Fuzhou,PS,,,,,,C: 412440249  Satellite-based Telephony: +86-17498501960,ICE,CUBIC_METER,Ice,Cubic Metres,21.0,52.07,length_loa,METER,4.62,moulded_depth,METER,9.8,moulded_beam,METER,857.0,gross_tonnage,1104.0,KW,1066.72,370.67
2025-08-26,NPFC,Fu Yuan Yu 609,8557578,BZU7F,412440251,(MIN)CHUANDENG(JI)(2023)FT-200032,CHN,467,SP,Fuzhou,PS,,,,,,C: 412440251  Satellite-based Telephony: +86-17498501961,ICE,CUBIC_METER,Ice,Cubic Metres,22.0,52.07,length_loa,METER,4.62,moulded_depth,METER,9.8,moulded_beam,METER,857.0,gross_tonnage,1104.0,KW,1066.72,370.67
2025-08-26,NPFC,Fu Yuan Yu 658,8549210,BVKQ8,412440241,(MIN)CHUANDENG(JI)(2023)FT-200011,CHN,494,SP,Fuzhou,PS,,,,,,C: 441204836  Satellite-based Telephony: 05808106201,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,23.0,45.1,length_loa,METER,4.3,moulded_depth,METER,9.5,moulded_beam,METER,681.0,gross_register_tonnage,1498.0,KW,473.35,30.0
2025-08-26,NPFC,Fu Yuan Yu 659,8549222,BVKR8,412440242,(MIN)CHUANDENG(JI)(2023)FT-200010,CHN,495,SP,Fuzhou,PS,,,,,,C: 441204837  Satellite-based Telephony:05808106206,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,23.0,45.1,length_loa,METER,4.3,moulded_depth,METER,9.5,moulded_beam,METER,681.0,gross_register_tonnage,1498.0,KW,473.35,30.0
2025-08-26,NPFC,Fu Yuan Yu 660,8549349,BVGL8,412440482,(MIN)CHUANDENG(JI)(2024)FT-200025,CHN,496,SP,Fuzhou,PS,,,,,,C:441204840  Satelite-based Telephony: 05808106202,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,30.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1126.0,gross_register_tonnage,2100.0,KW,1289.27,40.0
2025-08-26,NPFC,Fu Yuan Yu 661,8549351,BVJI8,412440483,(MIN)CHUANDENG(JI)(2024)FT-200024,CHN,497,SP,Fuzhou,PS,,,,,,C: 441204841  Satelite-based Telephony: 05808106221,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,30.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1126.0,gross_register_tonnage,2100.0,KW,1289.27,25.0
2025-08-26,NPFC,Fu Yuan Yu 662,8549363,BVJJ8,412440484,(MIN)CHUANDENG(JI)(2024)FT-200023,CHN,498,SP,Fuzhou,PS,,,,,,C: 441204842  Satelite-based Telephony: 05808106205,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,30.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1126.0,gross_register_tonnage,2100.0,KW,1289.27,40.0
2025-08-26,NPFC,Fu Yuan Yu 663,8549375,BVJK8,412440485,(MIN)CHUANDENG(JI)(2024)FT-200022,CHN,499,SP,Fuzhou,PS,,,,,,C: 441204843  Satelite-based Telephony: 05808106219,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,30.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1126.0,gross_register_tonnage,2100.0,KW,1289.27,40.0
2025-08-26,NPFC,Fu Yuan Yu 664,8549387,BVJL8,412440486,(MIN)CHUANDENG(JI)(2024)FT-200021,CHN,500,SP,Fuzhou,PS,,,,,,C: 441204844  Satelite-based Telephony: 05808106187,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,30.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1126.0,gross_register_tonnage,2100.0,KW,1289.27,40.0
2025-08-26,NPFC,Fu Yuan Yu 665,8549399,BVJM8,412440487,(MIN)CHUANDENG(JI)(2024)FT-200020,CHN,501,SP,Fuzhou,PS,,,,,,C: 441204845  Satelite-based Telephony: 05808106203,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,30.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1126.0,gross_register_tonnage,2100.0,KW,1289.27,40.0
2025-08-26,NPFC,Fu Yuan Yu 666,8549234,BVKS8,412440222,(MIN)CHUANDENG(JI)(2023)FT-200009,CHN,502,SP,Fuzhou,PS,,,,,,C:441204838  Satelite-based Telephony:05808102975,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,23.0,50.52,length_loa,METER,4.6,moulded_depth,METER,9.8,moulded_beam,METER,830.0,gross_register_tonnage,1498.0,KW,674.38,30.0
2025-08-26,NPFC,Fu Yuan Yu 667,8549246,BVKT8,412440223,(MIN)CHUANDENG(JI)(2023)FT-200008,CHN,503,SP,Fuzhou,PS,,,,,,C: 441204839  Satelite-based Telephony: 05808106218,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,23.0,50.52,length_loa,METER,4.6,moulded_depth,METER,9.8,moulded_beam,METER,830.0,gross_register_tonnage,1498.0,KW,674.38,30.0
2025-08-26,NPFC,Fu Yuan Yu 672,8548539,BVKV5,412440371,(MIN)CHUAN  DENG (JI)(2024)FT-200019,CHN,505,SP,Fuzhou,PS,,,,,,C: 441202556  Satelite-based Telephony: 0580-5856318,,KW,,,25.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1128.0,gross_register_tonnage,2100.0,KW,981.21,
2025-08-26,NPFC,Fu Yuan Yu 673,8548541,BVKW5,412440369,(MIN)CHUAN  DENG (JI)(2024)FT-200018,CHN,506,SP,Fuzhou,PS,,,,,,C:441202557  Satelite-based Telephony:0580-5858655,,KW,,,30.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1128.0,gross_register_tonnage,2100.0,KW,981.21,
2025-08-26,NPFC,Fu Yuan Yu 675,8548553,BVKX5,412440368,(MIN)CHUAN  DENG (JI)(2024)FT-200017,CHN,507,SP,Fuzhou,PS,,,,,,c:441202558  Satelite-based Telephony:0580-5856319,,KW,,,25.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1128.0,gross_tonnage,2100.0,KW,981.21,
2025-08-26,NPFC,Fu Yuan Yu 676,8548565,BVKY5,412440367,(MIN)CHUAN  DENG (JI)(2024)FT-200016,CHN,508,SP,Fuzhou,PS,,,,,,C:441202559  Satelite-based Telephony:0580-5858653,,KW,,,29.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1128.0,gross_register_tonnage,2100.0,KW,981.21,
2025-08-26,NPFC,Fu Yuan Yu 677,8548577,BVKZ5,412440366,(MIN)CHUAN  DENG (JI)(2024)FT-200015,CHN,509,SP,Fuzhou,PS,,,,,,C:441203320  Satelite-based Telephony: 0580-5856324,,KW,,,29.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1128.0,gross_register_tonnage,2100.0,KW,981.21,
2025-08-26,NPFC,Fu Yuan Yu 678,8548589,BVLA5,412440365,(MIN)CHUAN  DENG (JI)(2024)FT-200014,CHN,510,SP,Fuzhou,PS,,,,,,C:441203321  Satelite-based Telephony: 0580-5858613,,KW,,,29.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1128.0,gross_register_tonnage,2100.0,KW,981.21,
2025-08-26,NPFC,Fu Yuan Yu 686,8548591,BVLH5,412440363,(MIN)CHUAN  DENG (JI)(2024)FT-200030,CHN,511,SP,Fuzhou,PS,,,,,,C:441203273  Satelite-based Telephony: 0580-5856322,,KW,,,25.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1137.0,gross_tonnage,2100.0,KW,980.21,
2025-08-26,NPFC,Fu Yuan Yu 687,8548606,BVLI5,412440362,(MIN)CHUAN  DENG (JI)(2024)FT-200029,CHN,512,SP,Fuzhou,PS,,,,,,C:441203274  Satelite-based Telephony: 0580-5858607,,KW,,,25.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1137.0,gross_tonnage,2100.0,KW,980.21,
2025-08-26,NPFC,Fu Yuan Yu 688,8548618,BVLJ5,412440361,(MIN)CHUAN  DENG (JI)(2024)FT-200028,CHN,513,SP,Fuzhou,PS,,,,,,C:441203275  Satelite-based Telephony: 0580-5858611,,KW,,,25.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1137.0,gross_tonnage,2100.0,KW,980.21,
2025-08-26,NPFC,Fu Yuan Yu 689,8548620,BVLK5,412440359,(MIN)CHUAN  DENG (JI)(2024)FT-200027,CHN,514,SP,Fuzhou,PS,,,,,,C:441203276  Satelite-based Telephony:  0580-5856317,,KW,,,25.0,59.27,length_loa,METER,4.9,moulded_depth,METER,10.8,moulded_beam,METER,1137.0,gross_tonnage,2100.0,KW,980.21,
2025-08-26,NPFC,FU YUAN YU 7007,9931006,BZU1D,412440807,(MIN)CHUANDENG(JI)(2021)FT-200009,CHN,1740,SP,Fuzhou,PS,,,,,,Ｃ441221776  Satelite-based telephony 05808309050,,KW,,,37.0,61.99,length_loa,METER,5.8,moulded_depth,METER,12.5,moulded_beam,METER,1596.0,gross_register_tonnage,1470.0,KW,1661.35,
2025-08-26,NPFC,FU YUAN YU 7008,9930997,BZU2D,412549507,(MIN)CHUANDENG(JI)(2021)FT-200010,CHN,1741,SP,Fuzhou,PS,,,,,,Ｃ441221777  Satelite-based telephony05808306810,,KW,,,37.0,61.99,length_loa,METER,5.8,moulded_depth,METER,12.5,moulded_beam,METER,1596.0,gross_register_tonnage,1470.0,KW,1661.35,
2025-08-26,NPFC,FU YUAN YU 7009,9930868,BZU3D,412549508,(MIN)CHUANDENG(JI)(2021)FT-200011,CHN,1742,SP,Fuzhou,PS,,,,,,Ｃ441221778    Satelite-based telephony05808309028,,KW,,,37.0,61.99,length_loa,METER,5.8,moulded_depth,METER,12.5,moulded_beam,METER,1596.0,gross_register_tonnage,1470.0,KW,1661.35,
2025-08-26,NPFC,FU YUAN YU 7010,9930870,BZU4D,412549509,(MIN)CHUANDENG(JI)(2021)FT-200012,CHN,1743,SP,Fuzhou,PS,,,,,,Ｃ441221779  Satelite-based telephony05808307031,,KW,,,37.0,61.99,length_loa,METER,5.8,moulded_depth,METER,12.5,moulded_beam,METER,1596.0,gross_register_tonnage,1470.0,KW,1661.35,
2025-08-26,NPFC,FU YUAN YU 7011,9930882,BZU5D,412549511,(MIN)CHUANDENG(JI)(2021)FT-200013,CHN,1744,SP,Fuzhou,PS,,,,,,Ｃ441221780    Satelite-based telephony05808309037,,KW,,,37.0,61.99,length_loa,METER,5.8,moulded_depth,METER,12.5,moulded_beam,METER,1596.0,gross_register_tonnage,1470.0,KW,1661.35,
2025-08-26,NPFC,FU YUAN YU 7012,9930894,BZU6D,412549512,(MIN)CHUANDENG(JI)(2021)FT-200014,CHN,1745,SP,Fuzhou,PS,,,,,,Ｃ441221781  Satelite-based telephony05808309136,,KW,,,37.0,61.99,length_loa,METER,5.8,moulded_depth,METER,12.5,moulded_beam,METER,1596.0,gross_register_tonnage,1470.0,KW,1661.35,
2025-08-26,NPFC,FU YUAN YU 7601,9891476,BZU1T,412440727,(MIN)CHUANDENG(JI)(2024)FT-200054,CHN,1390,LH,Fuzhou,LHP,,,,,,B-441204297    Satelite-based telephony-010-52784613,,KW,,,20.0,67.72,length_loa,METER,7.0,,METER,11.3,moulded_beam,METER,1526.0,gross_register_tonnage,1800.0,KW,1088.47,
2025-08-26,NPFC,FU YUAN YU 7602,9891488,BZU2T,412440728,(MIN)CHUANDENG(JI)(2024)FT-200053,CHN,1391,LH,Fuzhou,LHP,,,,,,B-441204298      Satelite-based telephony-010-52784554,,KW,,,20.0,67.72,length_loa,METER,7.0,,METER,11.3,moulded_beam,METER,1526.0,gross_register_tonnage,1800.0,KW,1088.47,
2025-08-26,NPFC,FU YUAN YU 7603,9891490,BZU3T,412440729,(MIN)CHUANDENG(JI)(2024)FT-200052,CHN,1392,LH,Fuzhou,LHP,,,,,,B-441204299      Satelite-based telephony-010-52784621,,KW,,,20.0,67.72,length_loa,METER,7.0,,METER,11.3,moulded_beam,METER,1526.0,gross_register_tonnage,1800.0,KW,1088.47,
2025-08-26,NPFC,FU YUAN YU 7604,9891505,BZU4T,412440731,(MIN)CHUANDENG(JI)(2024)FT-200051,CHN,1393,LH,Fuzhou,LHP,,,,,,B-441204321   Satelite-based telephony-010-52784617,,KW,,,20.0,67.72,length_loa,METER,7.0,,METER,11.3,moulded_beam,METER,1526.0,gross_register_tonnage,1800.0,KW,1088.47,
2025-08-26,NPFC,FU YUAN YU 7605,9891608,BZU5T,412440732,(MIN)CHUANDENG(JI)(2024)FT-200050,CHN,1394,LH,Fuzhou,LHP,,,,,,B-441204342       Satelite-based telephony- 010-52784619,,KW,,,20.0,67.72,length_loa,METER,7.0,,METER,11.3,moulded_beam,METER,1526.0,gross_register_tonnage,1800.0,KW,1088.47,
