source_date,original_source,vessel_name,imo,ircs,vessel_flag_alpha3,vessel_type_code,external_marking,gross_tonnage,length_type,length_value,length_unit,engine_power,engine_power_unit,authorization_status,auth_start_date,auth_end_date,authorizing_country_alpha3,authorizing_country_group,species_description,scientific_name,sender
20250826,NEAFC,Katrin Johanna,,XPWC,FRO,MTS,VA 410,1914.0,LOA,73.0,METER,3960.0,KILOWATT,ACTIVE,2025-02-02,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Katrin Johanna,,XPWC,FRO,MTS,VA 410,1914.0,LOA,73.0,METER,3960.0,KILOWATT,ACTIVE,2025-02-02,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,VesturVardi,,XPWM,FRO,MTS,VA0214,228.0,LOA,41.0,METER,1326.0,KILOWATT,ACTIVE,2025-02-06,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,VesturVardi,,XPWM,FRO,MTS,VA0214,228.0,LOA,41.0,METER,1326.0,KILOWATT,ACTIVE,2025-02-06,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,VesturVardi,,XPWM,FRO,MTS,VA0214,228.0,LOA,41.0,METER,1326.0,KILOWATT,ACTIVE,2025-02-06,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Trondur i Gotu,,XPXP,FRO,MTS,FD0175,2790.0,LOA,76.0,METER,8000.0,KILOWATT,ACTIVE,2025-02-02,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Trondur i Gotu,,XPXP,FRO,MTS,FD0175,2790.0,LOA,76.0,METER,8000.0,KILOWATT,ACTIVE,2025-02-02,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Trondur i Gotu,,XPXP,FRO,MTS,FD0175,2790.0,LOA,76.0,METER,8000.0,KILOWATT,ACTIVE,2025-02-02,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Nordborg,,XPYG,FRO,MTS,KG0689,5192.0,LOA,74.0,METER,6005.0,KILOWATT,ACTIVE,2025-02-02,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Nordborg,,XPYG,FRO,MTS,KG0689,5192.0,LOA,74.0,METER,6005.0,KILOWATT,ACTIVE,2025-02-02,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Nordborg,,XPYG,FRO,MTS,KG0689,5192.0,LOA,74.0,METER,6005.0,KILOWATT,ACTIVE,2025-02-02,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Hogaberg,,ow2169,FRO,MTS,FD 110,4354.0,LOA,88.0,METER,7200.0,KILOWATT,ACTIVE,2025-02-06,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Hogaberg,,ow2169,FRO,MTS,FD 110,4354.0,LOA,88.0,METER,7200.0,KILOWATT,ACTIVE,2025-02-06,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Hogaberg,,ow2169,FRO,MTS,FD 110,4354.0,LOA,88.0,METER,7200.0,KILOWATT,ACTIVE,2025-02-06,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Vesturbugvin,,OW2006,FRO,MTS,VN0459,906.0,LOA,271.0,METER,1370.0,KILOWATT,ACTIVE,2025-02-06,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Vesturbugvin,,OW2006,FRO,MTS,VN0459,906.0,LOA,271.0,METER,1370.0,KILOWATT,ACTIVE,2025-02-06,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Ango,,XPRO,FRO,TT,TG752,1776.0,LOA,60.0,METER,4320.0,KILOWATT,ACTIVE,2025-02-01,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Ango,,XPRO,FRO,TT,TG752,1776.0,LOA,60.0,METER,4320.0,KILOWATT,ACTIVE,2025-02-01,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Birita,,XPRD,FRO,MTS,TN 132,1988.0,LOA,67.0,METER,5500.0,KILOWATT,ACTIVE,2025-01-31,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Birita,,XPRD,FRO,MTS,TN 132,1988.0,LOA,67.0,METER,5500.0,KILOWATT,ACTIVE,2025-01-31,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Birita,,XPRD,FRO,MTS,TN 132,1988.0,LOA,67.0,METER,5500.0,KILOWATT,ACTIVE,2025-01-31,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Eivinvd,,XPQE,FRO,LL,VA0132,656.0,LOA,41.0,METER,1325.0,KILOWATT,ACTIVE,2025-01-31,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Eivinvd,,XPQE,FRO,LL,VA0132,656.0,LOA,41.0,METER,1325.0,KILOWATT,ACTIVE,2025-01-31,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Eivinvd,,XPQE,FRO,LL,VA0132,656.0,LOA,41.0,METER,1325.0,KILOWATT,ACTIVE,2025-01-31,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Eivinvd,,XPQE,FRO,LL,VA0132,656.0,LOA,41.0,METER,1325.0,KILOWATT,ACTIVE,2025-01-31,2025-12-31,FRO,Individual,All deep-sea species,,FRO
20250826,NEAFC,Tummas T,,XPKF,FRO,MTS,,1514.0,LOA,64.0,METER,3460.0,KILOWATT,ACTIVE,2025-01-31,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Tummas T,,XPKF,FRO,MTS,,1514.0,LOA,64.0,METER,3460.0,KILOWATT,ACTIVE,2025-01-31,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Tummas T,,XPKF,FRO,MTS,,1514.0,LOA,64.0,METER,3460.0,KILOWATT,ACTIVE,2025-01-31,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Finnur Fridi,,OW2416,FRO,MTS,FD 86,4229.0,LOA,83.0,METER,7320.0,KILOWATT,ACTIVE,2025-01-29,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Finnur Fridi,,OW2416,FRO,MTS,FD 86,4229.0,LOA,83.0,METER,7320.0,KILOWATT,ACTIVE,2025-01-29,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Finnur Fridi,,OW2416,FRO,MTS,FD 86,4229.0,LOA,83.0,METER,7320.0,KILOWATT,ACTIVE,2025-01-29,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Vesturbugvin,,OW2006,FRO,MTS,VN0459,906.0,LOA,271.0,METER,1370.0,KILOWATT,ACTIVE,2025-02-06,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Ango,,XPRO,FRO,TT,TG752,1776.0,LOA,60.0,METER,4320.0,KILOWATT,ACTIVE,2025-02-01,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Fagraberg,,OW2400,FRO,MTS,FD1210,2832.0,LOA,82.0,METER,5520.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Beaked redfish,Sebastes mentella,FRO
20250826,NEAFC,Fagraberg,,OW2400,FRO,MTS,FD1210,2832.0,LOA,82.0,METER,5520.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Fagraberg,,OW2400,FRO,MTS,FD1210,2832.0,LOA,82.0,METER,5520.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Fagraberg,,OW2400,FRO,MTS,FD1210,2832.0,LOA,82.0,METER,5520.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Arctic Viking,,OW2399,FRO,TTP,VN0123,1720.0,LOA,58.0,METER,2758.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Northern prawn,Pandalus borealis,FRO
20250826,NEAFC,Arctic Viking,,OW2399,FRO,TTP,VN0123,1720.0,LOA,58.0,METER,2758.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,All deep-sea species,,FRO
20250826,NEAFC,Arctic Viking,,OW2399,FRO,TTP,VN0123,1720.0,LOA,58.0,METER,2758.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Beaked redfish,Sebastes mentella,FRO
20250826,NEAFC,Gadus,,OW2150,FRO,TTF,KG 180,5997.0,LOA,88.0,METER,7320.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,All deep-sea species,,FRO
20250826,NEAFC,Gadus,,OW2150,FRO,TTF,KG 180,5997.0,LOA,88.0,METER,7320.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Beaked redfish,Sebastes mentella,FRO
20250826,NEAFC,Gadus,,OW2150,FRO,TTF,KG 180,5997.0,LOA,88.0,METER,7320.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Northern prawn,Pandalus borealis,FRO
20250826,NEAFC,Akraberg,,OW2087,FRO,TTP,FD0010,4305.0,LOA,84.0,METER,6000.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,All deep-sea species,,FRO
20250826,NEAFC,Akraberg,,OW2087,FRO,TTP,FD0010,4305.0,LOA,84.0,METER,6000.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Beaked redfish,Sebastes mentella,FRO
20250826,NEAFC,Akraberg,,OW2087,FRO,TTP,FD0010,4305.0,LOA,84.0,METER,6000.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Northern prawn,Pandalus borealis,FRO
20250826,NEAFC,Nordingur,,OW2050,FRO,MTS,OW2050,2017.0,LOA,61.0,METER,4500.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Nordingur,,OW2050,FRO,MTS,OW2050,2017.0,LOA,61.0,METER,4500.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Nordingur,,OW2050,FRO,MTS,OW2050,2017.0,LOA,61.0,METER,4500.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Vestmenningur,,OW2041,FRO,MTS,VN0092,2060.0,LOA,73.0,METER,4920.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,Vestmenningur,,OW2041,FRO,MTS,VN0092,2060.0,LOA,73.0,METER,4920.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Vestmenningur,,OW2041,FRO,MTS,VN0092,2060.0,LOA,73.0,METER,4920.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Enniberg,,XPXL,FRO,TTP,TN0180,2578.0,LOA,70.0,METER,3600.0,KILOWATT,ACTIVE,2025-01-03,2025-12-31,FRO,Individual,Northern prawn,Pandalus borealis,FRO
20250826,NEAFC,Enniberg,,XPXL,FRO,TTP,TN0180,2578.0,LOA,70.0,METER,3600.0,KILOWATT,ACTIVE,2025-01-03,2025-12-31,FRO,Individual,All deep-sea species,,FRO
20250826,NEAFC,Enniberg,,XPXL,FRO,TTP,TN0180,2578.0,LOA,70.0,METER,3600.0,KILOWATT,ACTIVE,2025-01-03,2025-12-31,FRO,Individual,Beaked redfish,Sebastes mentella,FRO
20250826,NEAFC,Gotunes,,OW2023,FRO,MTS,FD 950,4624.0,LOA,90.0,METER,7700.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,Gotunes,,OW2023,FRO,MTS,FD 950,4624.0,LOA,90.0,METER,7700.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,Gotunes,,OW2023,FRO,MTS,FD 950,4624.0,LOA,90.0,METER,7700.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,RAN,,OW2012,FRO,MTS,TN 724,678.0,LOA,58.0,METER,2999.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Blue whiting,Micromesistius poutassou,FRO
20250826,NEAFC,RAN,,OW2012,FRO,MTS,TN 724,678.0,LOA,58.0,METER,2999.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Atlantic herring,Clupea harengus,FRO
20250826,NEAFC,RAN,,OW2012,FRO,MTS,TN 724,678.0,LOA,58.0,METER,2999.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Atlantic mackerel,Scomber scombrus,FRO
20250826,NEAFC,KAPPIN,,OW2202,FRO,TTF,VN0668,776.0,LOA,54.0,METER,1680.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Beaked redfish,Sebastes mentella,FRO
20250826,NEAFC,KAPPIN,,OW2202,FRO,TTF,VN0668,776.0,LOA,54.0,METER,1680.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,Northern prawn,Pandalus borealis,FRO
20250826,NEAFC,KAPPIN,,OW2202,FRO,TTF,VN0668,776.0,LOA,54.0,METER,1680.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,FRO,Individual,All deep-sea species,,FRO
20250826,NEAFC,AQUARIUS,,MSUG9,GBR,,BF89,189.0,LOA,21.0,METER,634.0,KILOWATT,ACTIVE,2025-01-22,2025-12-31,GBR,Individual,Haddock,Melanogrammus aeglefinus,GBR
20250826,NEAFC,SERENITY,,MMNS9,GBR,,BF24,158.0,LOA,21.0,METER,328.0,KILOWATT,ACTIVE,2025-01-22,2025-12-31,GBR,Individual,Haddock,Melanogrammus aeglefinus,GBR
20250826,NEAFC,TRANSCEND,,MLSF4,GBR,,BF61,210.0,LOA,24.0,METER,441.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,GBR,Individual,Haddock,Melanogrammus aeglefinus,GBR
20250826,NEAFC,WESTRA FJORD,,MIZV6,GBR,,K193,421.0,LOA,28.0,METER,719.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic cod,Gadus morhua,GBR
20250826,NEAFC,WESTRA FJORD,,MIZV6,GBR,,K193,421.0,LOA,28.0,METER,719.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Greenland halibut,Reinhardtius hippoglossoides,GBR
20250826,NEAFC,WESTRA FJORD,,MIZV6,GBR,,K193,421.0,LOA,28.0,METER,719.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Haddock,Melanogrammus aeglefinus,GBR
20250826,NEAFC,FRANK BONEFAAS,,MFYP7,GBR,,H72,6562.0,LOA,120.0,METER,6300.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Blue whiting,Micromesistius poutassou,GBR
20250826,NEAFC,FRANK BONEFAAS,,MFYP7,GBR,,H72,6562.0,LOA,120.0,METER,6300.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic mackerel,Scomber scombrus,GBR
20250826,NEAFC,ADVENTURER II,,ZNDR4,GBR,,INS8,399.0,LOA,28.0,METER,745.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Haddock,Melanogrammus aeglefinus,GBR
20250826,NEAFC,TRANQUILLITY,,ZNYO6,GBR,,BF7,212.0,LOA,24.0,METER,555.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic cod,Gadus morhua,GBR
20250826,NEAFC,TRANQUILLITY,,ZNYO6,GBR,,BF7,212.0,LOA,24.0,METER,555.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Haddock,Melanogrammus aeglefinus,GBR
20250826,NEAFC,STEFANIE M,,2IRY7,GBR,,N718,834.0,LOA,51.0,METER,2999.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Blue whiting,Micromesistius poutassou,GBR
20250826,NEAFC,STEFANIE M,,2IRY7,GBR,,N718,834.0,LOA,51.0,METER,2999.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic herring,Clupea harengus,GBR
20250826,NEAFC,BERYL,,2BYB5,GBR,,BF440,478.0,LOA,29.0,METER,1060.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Haddock,Melanogrammus aeglefinus,GBR
20250826,NEAFC,BERYL,,2BYB5,GBR,,BF440,478.0,LOA,29.0,METER,1060.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Greenland halibut,Reinhardtius hippoglossoides,GBR
20250826,NEAFC,BERYL,,2BYB5,GBR,,BF440,478.0,LOA,29.0,METER,1060.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic cod,Gadus morhua,GBR
20250826,NEAFC,BRISCA,,MJDW2,GBR,,UL37,302.0,LOA,27.0,METER,619.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic cod,Gadus morhua,GBR
20250826,NEAFC,GENESIS II,,GCFW,GBR,,A100,263.0,LOA,38.0,METER,500.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic cod,Gadus morhua,GBR
20250826,NEAFC,MONTE MAZANTEU,,MRQT2,GBR,,FD521,200.0,LOA,27.0,METER,298.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic cod,Gadus morhua,GBR
20250826,NEAFC,ROCCO REED,,MCBV5,GBR,,N292,267.0,LOA,28.0,METER,578.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic cod,Gadus morhua,GBR
20250826,NEAFC,AYR DAWN 2,,MPHS9,GBR,,A523,326.0,LOA,34.0,METER,734.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic cod,Gadus morhua,GBR
20250826,NEAFC,GENESIS,,MGGT9,GBR,,A19,298.0,LOA,36.0,METER,492.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic cod,Gadus morhua,GBR
20250826,NEAFC,O GENITA,,MRUB7,GBR,,FD529,315.0,LOA,33.0,METER,736.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic cod,Gadus morhua,GBR
20250826,NEAFC,ALANNAH RILEY,,MRDM4,GBR,,N400,280.0,LOA,29.0,METER,709.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic cod,Gadus morhua,GBR
20250826,NEAFC,SERENE,,MCKL8,GBR,,LK297,4141.0,LOA,82.0,METER,7200.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Atlantic herring,Clupea harengus,GBR
20250826,NEAFC,SERENE,,MCKL8,GBR,,LK297,4141.0,LOA,82.0,METER,7200.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Blue whiting,Micromesistius poutassou,GBR
20250826,NEAFC,QUANTUS,,2AJS2,GBR,,PD379,2084.0,LOA,66.0,METER,5772.0,KILOWATT,ACTIVE,2025-01-02,2025-12-31,GBR,Individual,Blue whiting,Micromesistius poutassou,GBR
